-1.258008,0.3648781,-1.192751,0.4683003,-1.273928,0.2306669,-1.313077,0.02098852,-1.258901,-0.1893218,-1.244467,-0.2717517,-1.246727,-0.2429838,-1.279614,-0.5586615,-1.311642,-0.8737373,-1.197888,-0.9115157,-1.208713,-0.3436017,636451473744020250
-1.257663,0.3649799,-1.192757,0.4682664,-1.273502,0.2308811,-1.31319,0.01736324,-1.258197,-0.189139,-1.244531,-0.271298,-1.24691,-0.2434324,-1.279893,-0.5607775,-1.311466,-0.873562,-1.197711,-0.9113736,-1.208038,-0.3434041,636451473744285293
-1.257381,0.3647533,-1.192768,0.4684076,-1.272737,0.23096,-1.312846,0.01815323,-1.257892,-0.1889371,-1.244062,-0.2681713,-1.247028,-0.2435044,-1.280188,-0.5647037,-1.311406,-0.8735023,-1.27112,-0.9479312,-1.201984,-0.3371923,636451473744700447
-1.257361,0.3646169,-1.192793,0.4685826,-1.272152,0.2308657,-1.311329,0.01965185,-1.257301,-0.1890582,-1.243055,-0.2683962,-1.247043,-0.2435411,-1.280163,-0.5652564,-1.311389,-0.8732051,-1.197615,-0.9110535,-1.202279,-0.3387337,636451473744940635
-1.257294,0.3645088,-1.193108,0.469085,-1.271991,0.2309737,-1.310596,0.01999908,-1.256172,-0.1884913,-1.241054,-0.2679852,-1.247117,-0.2436523,-1.280076,-0.565194,-1.311506,-0.8731455,-1.197732,-0.9110044,-1.200657,-0.338275,636451473745346172
-1.257516,0.3643507,-1.193856,0.4691728,-1.271463,0.2310349,-1.310277,0.0199965,-1.254018,-0.1887735,-1.239839,-0.2677792,-1.247139,-0.2437525,-1.279659,-0.5635976,-1.311073,-0.8724474,-1.271622,-0.9479914,-1.200993,-0.3386322,636451473745611668
-1.257487,0.3641126,-1.196381,0.4696698,-1.271306,0.2309811,-1.309924,0.02017603,-1.252441,-0.1884474,-1.239025,-0.2676613,-1.247111,-0.243731,-1.27959,-0.5634126,-1.311101,-0.8717162,-1.197327,-0.9095681,-1.197791,-0.3372756,636451473746031677
-1.257575,0.3638099,-1.197449,0.4700021,-1.271032,0.2307245,-1.308965,0.02083152,-1.25102,-0.1884245,-1.235705,-0.2682019,-1.247126,-0.2437359,-1.279513,-0.5625179,-1.311253,-0.8717998,-1.197482,-0.9096472,-1.195523,-0.3383603,636451473746282265
-1.257312,0.3629817,-1.197677,0.4701422,-1.270757,0.2306989,-1.309081,0.01931606,-1.24913,-0.1891737,-1.235817,-0.2677748,-1.246891,-0.2437716,-1.279436,-0.5631241,-1.311053,-0.8722394,-1.197295,-0.9100696,-1.198612,-0.3392373,636451473746671589
-1.256919,0.3625335,-1.198438,0.4708212,-1.270526,0.2305242,-1.308584,0.02102831,-1.247976,-0.1910613,-1.234712,-0.25752,-1.246853,-0.2440208,-1.279032,-0.5618259,-1.311432,-0.872245,-1.197803,-0.9100207,-1.194586,-0.3275612,636451473746931582
-1.256274,0.3624564,-1.198184,0.4711703,-1.269527,0.2303734,-1.308289,0.02168404,-1.247002,-0.1908223,-1.234532,-0.2529637,-1.245965,-0.2443133,-1.278566,-0.5606757,-1.31171,-0.8734659,-1.198146,-0.9111915,-1.192512,-0.323272,636451473747371985
-1.254829,0.3624542,-1.198076,0.4714535,-1.267963,0.230343,-1.30743,0.02065469,-1.245854,-0.1911102,-1.233812,-0.2522595,-1.244605,-0.244407,-1.278256,-0.5600303,-1.311232,-0.8732901,-1.197717,-0.9109964,-1.18734,-0.3213418,636451473747621996
-1.252654,0.36175,-1.196528,0.471777,-1.266446,0.2303453,-1.306144,0.02188979,-1.244142,-0.1921831,-1.233881,-0.2589676,-1.24292,-0.2449592,-1.277715,-0.5593774,-1.31157,-0.8737516,-1.198192,-0.9113903,-1.190853,-0.3280357,636451473747972181
-1.249703,0.3618077,-1.193751,0.4726387,-1.26437,0.2306778,-1.304708,0.02050456,-1.242517,-0.193375,-1.22078,-0.2753885,-1.241134,-0.2448893,-1.277141,-0.5582948,-1.311527,-0.8734882,-1.198224,-0.91117,-1.203092,-0.3416919,636451473748277754
-1.246259,0.3614445,-1.189359,0.4714342,-1.261517,0.2298158,-1.301715,0.01810937,-1.241298,-0.1948742,-1.217356,-0.2768179,-1.238304,-0.2449442,-1.276001,-0.5569192,-1.311504,-0.8732723,-1.198277,-0.910943,-1.196058,-0.3442547,636451473748701919
-1.240161,0.3603655,-1.184354,0.4702584,-1.25791,0.2291573,-1.298736,0.01760123,-1.238487,-0.1960899,-1.216758,-0.2803772,-1.235508,-0.2450686,-1.27528,-0.5567438,-1.311466,-0.8738784,-1.1983,-0.9116642,-1.199611,-0.3493838,636451473748932215
-1.234777,0.360007,-1.176338,0.4672086,-1.252777,0.2279462,-1.294855,0.01930063,-1.236066,-0.198892,-1.21331,-0.2806823,-1.231333,-0.2458547,-1.273037,-0.555916,-1.311135,-0.8743635,-1.198057,-0.9121581,-1.193264,-0.3488744,636451473749342712
-1.227795,0.3598549,-1.167026,0.4677542,-1.245128,0.2279019,-1.288777,0.02024001,-1.225809,-0.221579,-1.211947,-0.2853467,-1.225737,-0.2453414,-1.267447,-0.5573111,-1.310074,-0.877246,-1.1969,-0.9151683,-1.198704,-0.3551398,636451473749611878
-1.219576,0.3617254,-1.156761,0.4649555,-1.238666,0.2276203,-1.281943,0.01691452,-1.222326,-0.2254979,-1.208594,-0.2848479,-1.219571,-0.2468441,-1.263195,-0.5594034,-1.309816,-0.877778,-1.19665,-0.9158127,-1.195027,-0.3520665,636451473749931866
