0.910951,0.01470073,4.410824,0.903154,0.293963,4.381149,0.892047,0.568436,4.342062,0.8801077,0.6911788,4.297966,0.7319894,0.4859252,4.386707,0.7016037,0.2407214,4.429631,0.6939285,0.04453105,4.37577,0.6992434,-0.02507754,4.36695,1.040405,0.4613979,4.318643,1.104462,0.2473811,4.346496,1.092241,0.02992042,4.291632,1.067353,-0.04439433,4.276121,0.8323535,0.01538667,4.393952,0.8582446,-0.2650952,4.452401,0.9096982,-0.5417147,4.543113,0.8517165,-0.4613292,4.48505,0.9754593,0.01392283,4.360972,0.9658347,-0.3114097,4.459107,1.006264,-0.5932806,4.53984,0.9490562,-0.7048103,4.478057,0.8953555,0.5004877,4.353798,0.6939846,-0.08863079,4.348064,0.7329459,-0.02617922,4.3584,1.063671,-0.1083056,4.259157,1.08248,-0.05268936,4.236111
0.9090495,0.01471961,4.412467,0.9006671,0.2943479,4.383432,0.8895437,0.5692429,4.34431,0.8801132,0.6914895,4.298925,0.7307072,0.4836636,4.386294,0.7014221,0.2408479,4.429745,0.693296,0.04435757,4.376532,0.6993591,-0.02494549,4.373317,1.039047,0.4622713,4.319208,1.103874,0.2499455,4.346982,1.091642,0.03022801,4.292027,1.066817,-0.04678688,4.277859,0.8307201,0.01554009,4.394828,0.857101,-0.2654326,4.451696,0.8816091,-0.5428806,4.550404,0.8471695,-0.4548178,4.482072,0.9733635,0.01372644,4.363567,0.9758306,-0.2589038,4.446426,0.9964012,-0.5426095,4.529081,0.9522728,-0.6613504,4.477347,0.8927991,0.5011966,4.35612,0.6910246,-0.09160782,4.35966,0.7351688,-0.02263294,4.362222,1.070091,-0.1087913,4.26096,1.080056,-0.04311188,4.22844
0.9077763,0.01504098,4.413588,0.8995724,0.2947694,4.383869,0.8885484,0.5698162,4.344084,0.8777779,0.6911669,4.302248,0.7301242,0.4837185,4.38614,0.7009851,0.2406458,4.429896,0.6929263,0.04312043,4.379846,0.7016835,-0.02916329,4.382011,1.038414,0.4638329,4.320529,1.103459,0.2517995,4.348148,1.091552,0.03036547,4.292226,1.068538,-0.03963166,4.27829,0.8294533,0.01589878,4.395546,0.8567913,-0.2651146,4.451965,0.8772942,-0.5434006,4.550697,0.7919183,-0.5325568,4.464723,0.9721701,0.01398646,4.365068,0.9688619,-0.3084087,4.461202,1.008011,-0.5915683,4.540064,0.9502536,-0.7027431,4.477526,0.8917998,0.5017176,4.356069,0.6934299,-0.09951371,4.370036,0.7371227,-0.02047027,4.365273,1.071471,-0.1089221,4.265106,1.083961,-0.04613131,4.234041
0.9076332,0.01569218,4.414626,0.8981966,0.2955924,4.38593,0.8853816,0.5707735,4.34724,0.8773552,0.6915347,4.302803,0.7293985,0.4838368,4.386477,0.7008231,0.2407164,4.430476,0.692381,0.04216805,4.383395,0.6994727,-0.02814176,4.377427,1.037509,0.4645093,4.321383,1.101915,0.2531625,4.350122,1.090141,0.03247736,4.295103,1.067257,-0.04059836,4.28277,0.8293806,0.01660048,4.396698,0.8565712,-0.2648788,4.451813,0.9076789,-0.5419634,4.544028,0.8291016,-0.4765625,4.488281,0.9720016,0.01455541,4.365929,0.9687014,-0.3087807,4.461623,1.018555,-0.5908323,4.539817,0.9560548,-0.7000983,4.478103,0.8891124,0.502652,4.358961,0.6919214,-0.1011874,4.354121,0.7364756,-0.0326382,4.37,1.06369,-0.09782079,4.273107,1.081781,-0.03343776,4.238333
0.9065672,0.01557789,4.415571,0.8979153,0.2956093,4.386017,0.8853899,0.570888,4.346836,0.8768384,0.6914917,4.303008,0.7288408,0.4839554,4.386735,0.6981406,0.2424403,4.430676,0.6914518,0.04383451,4.384573,0.7029455,-0.02434249,4.378683,1.037552,0.464285,4.321793,1.099247,0.2485194,4.352262,1.088798,0.03214856,4.296627,1.064477,-0.04636442,4.284128,0.8284898,0.01683587,4.397212,0.8486641,-0.267312,4.446481,0.8808102,-0.4570324,4.510774,0.7911967,-0.4973094,4.496907,0.970728,0.01394922,4.367442,0.9683278,-0.3091292,4.462018,1.016322,-0.5920508,4.539804,0.9547957,-0.701714,4.477818,0.8890501,0.5027165,4.358767,0.6935149,-0.08870732,4.369313,0.7362794,-0.03261235,4.363295,1.058317,-0.1085473,4.261885,1.084916,-0.07345013,4.250666
0.9064575,0.01607916,4.416036,0.8976924,0.2959667,4.386279,0.8852528,0.5711115,4.346828,0.8764296,0.6921508,4.30386,0.7271055,0.4850277,4.388045,0.6967764,0.2418854,4.430777,0.6912894,0.04353593,4.385046,0.7009443,-0.02841976,4.380595,1.036949,0.4646951,4.322301,1.098468,0.2504944,4.354195,1.088721,0.03227512,4.298593,1.065508,-0.04490425,4.286302,0.8284462,0.01708621,4.397535,0.8533586,-0.2645427,4.453024,0.8770019,-0.5465126,4.544801,0.8377079,-0.4573088,4.483823,0.9705608,0.01478806,4.368017,0.9686567,-0.3103464,4.462524,1.016335,-0.5940872,4.539168,0.9542983,-0.7035004,4.477142,0.8888883,0.5029677,4.35881,0.6954948,-0.09654891,4.375041,0.736704,-0.009787443,4.367692,1.065034,-0.1071005,4.272898,1.085351,-0.0399118,4.247334
0.9056535,0.01650529,4.41692,0.897194,0.296268,4.387012,0.8851847,0.5712743,4.347157,0.8746229,0.6923117,4.305882,0.725682,0.4856096,4.388177,0.694569,0.2430254,4.431793,0.6908323,0.04322387,4.385518,0.7010852,-0.02949489,4.378989,1.036805,0.4645437,4.323364,1.09775,0.2509532,4.355187,1.087475,0.03223604,4.300188,1.064782,-0.04391578,4.286098,0.8276549,0.01715104,4.398432,0.8546749,-0.263612,4.455728,0.8791607,-0.5459282,4.547491,0.8364415,-0.458997,4.484035,0.9697599,0.01562472,4.368864,0.9691613,-0.3108012,4.462837,1.013747,-0.5952522,4.540226,0.9531435,-0.705062,4.477088,0.8887311,0.503163,4.35922,0.6929294,-0.09944347,4.366893,0.7357011,-0.01948755,4.362831,1.065279,-0.1072425,4.274515,1.075224,-0.03214193,4.237556
0.9053699,0.01669251,4.417297,0.8970159,0.296265,4.387395,0.8852054,0.571139,4.347426,0.8734351,0.6924201,4.307667,0.7240902,0.4833948,4.387403,0.6933846,0.2431021,4.432337,0.6900987,0.04362132,4.385994,0.7016785,-0.02678269,4.3743,1.036239,0.4642663,4.324282,1.097504,0.2512554,4.355299,1.086898,0.03239328,4.304238,1.064976,-0.04256076,4.294683,0.8274816,0.01711615,4.398533,0.8542254,-0.2632368,4.457106,0.8796866,-0.5461078,4.548186,0.8327052,-0.4608475,4.485565,0.9693573,0.01626053,4.369707,0.9690467,-0.3106632,4.462731,0.9776413,-0.5901176,4.565278,0.939302,-0.702899,4.486609,0.8886998,0.5030628,4.359505,0.7013285,-0.09816122,4.360983,0.7358935,-0.04408203,4.3618,1.067842,-0.1073937,4.276915,1.083756,-0.04642523,4.247494
0.9043403,0.01667503,4.418148,0.8961205,0.2964856,4.387784,0.8845701,0.5715498,4.347341,0.8730469,0.6931458,4.307543,0.7239786,0.4833834,4.387474,0.6929775,0.2436972,4.432696,0.689613,0.04396115,4.387072,0.7029998,-0.03027334,4.37926,1.03616,0.4633004,4.327816,1.097447,0.2514531,4.355842,1.086233,0.03244817,4.305178,1.063967,-0.04405662,4.292569,0.8262795,0.01735285,4.398935,0.8544216,-0.2630623,4.456839,0.8782946,-0.545554,4.550406,0.8328282,-0.4606337,4.484975,0.9684775,0.01590842,4.371061,0.9685286,-0.3109072,4.462997,0.9747089,-0.5899971,4.567581,0.949577,-0.7035053,4.483893,0.8880017,0.5034289,4.359529,0.7019472,-0.09794988,4.37274,0.7361592,-0.02261536,4.356357,1.059348,-0.1115739,4.278942,1.07919,-0.05676532,4.252857
0.9039189,0.01736195,4.418919,0.8956727,0.2970852,4.38814,0.8842177,0.5721152,4.34727,0.8723631,0.693413,4.307679,0.7237623,0.4839651,4.388193,0.6927965,0.2434545,4.433558,0.6890396,0.04416126,4.387286,0.7027398,-0.02777512,4.375843,1.035819,0.4640907,4.328695,1.095919,0.2475128,4.360102,1.085709,0.03285898,4.30592,1.063631,-0.03867646,4.290929,0.8259729,0.01775371,4.399707,0.8546833,-0.2627282,4.457219,0.874308,-0.5459403,4.550736,0.8399174,-0.4557652,4.487392,0.9679856,0.0168653,4.371716,0.9693141,-0.3113403,4.463283,1.004699,-0.5960391,4.547534,0.9565947,-0.708277,4.475534,0.8876187,0.5039973,4.35956,0.7020725,-0.09826977,4.36565,0.7363895,-0.02695021,4.358885,1.060401,-0.1015794,4.267606,1.079671,-0.04606922,4.246799
